Store,avg_sales,median_sales,std_sales,avg_customers,promo_rate,promo2_rate,competition_dist,competition_flag,holiday_rate,store_type,assortment,avg_log_sales,sales_cv,cluster
35,9703.071887034659,9127.0,2998.390768904521,729.6546854942234,0.4492939666238768,0.3645699614890886,7660.0,0,0.20025673940949937,d,c,9.137648938353555,0.3090145887624514,1
36,9363.638263665594,9234.5,1323.5946660328486,1090.3183279742766,0.4405144694533762,0.36816720257234725,540.0,1,0.1752411575562701,a,c,9.134899055245436,0.14135474147574534,0
37,7114.170512820513,7102.5,1890.9912745470517,781.0910256410257,0.45,0.0,4230.0,0,0.20384615384615384,c,a,8.834892975052522,0.2658062905772753,3
38,6004.643132220795,5903.0,1811.5706491756546,535.3453145057766,0.4492939666238768,0.0,1090.0,0,0.20025673940949937,d,a,8.656520953028927,0.301694973254081,1
39,4852.571245186136,4391.0,1864.5306530848238,629.6161745827984,0.4492939666238768,0.31450577663671375,260.0,1,0.20025673940949937,a,a,8.419409290798468,0.38423560600670864,3
40,4902.3389175257735,4865.0,1125.8411678870502,663.8208762886597,0.4484536082474227,0.3131443298969072,180.0,1,0.20103092783505155,a,a,8.469786915658538,0.22965388293783376,3
41,5335.059485530546,5187.5,1377.7957499211793,397.959807073955,0.4405144694533762,0.36816720257234725,1180.0,0,0.1752411575562701,d,c,8.550392303430558,0.2582531185749587,1
42,10178.136071887035,9631.0,2487.339190543346,1100.0487804878048,0.4492939666238768,0.3645699614890886,290.0,1,0.20025673940949937,a,c,9.2009036901935,0.24438061870813554,0
43,6822.9139922978175,6554.0,1963.712854219552,610.1591784338896,0.4492939666238768,0.3645699614890886,4880.0,0,0.20025673940949937,d,a,8.78781863955589,0.2878114624391174,1
44,5478.5,5159.0,1585.82126854997,640.0586734693877,0.4502551020408163,0.0,540.0,1,0.20280612244897958,a,a,8.569024468568525,0.289462675650264,3
45,5348.469833119384,5340.0,1321.448189986602,415.38125802310657,0.4492939666238768,0.0,9710.0,0,0.17586649550706032,d,a,8.554282260555794,0.24707032688186537,1
46,5352.290996784566,5098.0,1578.7542033734119,660.5016077170418,0.4405144694533762,0.36816720257234725,1200.0,0,0.1752411575562701,c,a,8.545026375682767,0.29496793136282407,3
47,7145.102040816327,6862.0,1745.3600146931933,920.6505102040817,0.4502551020408163,0.3622448979591837,270.0,1,0.20153061224489796,a,c,8.846108165158629,0.24427363034465316,0
48,3934.966836734694,3840.0,905.3725079817355,429.2334183673469,0.4502551020408163,0.0,1060.0,0,0.20153061224489796,a,a,8.2517528407095,0.2300838979199708,3
49,7304.113256113256,7041.0,1811.9482445050064,531.7078507078508,0.44787644787644787,0.0,18010.0,0,0.1788931788931789,d,c,8.868584901802935,0.24807230952894602,1
50,4256.070603337613,4198.0,1181.059842281453,358.7997432605905,0.4492939666238768,0.0,6260.0,0,0.17586649550706032,d,a,8.319173718680872,0.27750005870562067,1
51,6675.286173633441,6583.5,1516.2807743197864,496.9871382636656,0.4405144694533762,0.36816720257234725,10570.0,0,0.1752411575562701,a,c,8.781814859505044,0.22714843002670182,0
52,7407.945337620578,7178.0,1995.8422871084854,503.4983922829582,0.4405144694533762,0.36816720257234725,450.0,1,0.1752411575562701,d,c,8.87646637811722,0.26941914338551914,1
53,5264.807397959184,5143.0,1479.465504394612,566.7091836734694,0.4502551020408163,0.0,30360.0,0,0.18494897959183673,a,c,8.531524688233988,0.28101037560616227,0
54,7907.538853503184,7984.0,2081.5791454093887,730.4789808917197,0.45095541401273886,0.3197452229299363,7170.0,0,0.2089171974522293,d,c,8.941263680271824,0.2632398251811573,1
55,4598.989743589744,4299.0,1533.8537787314715,558.9641025641025,0.4512820512820513,0.0,720.0,1,0.20384615384615384,a,a,8.378585954949838,0.33351972155828774,3
56,7321.754161331626,7238.0,1730.4316916555447,506.93854033290654,0.44814340588988477,0.25480153649167736,6620.0,0,0.20486555697823303,d,c,8.87050844337168,0.23634113540638538,1
57,10591.73116883117,9757.5,3705.1394676988966,988.5207792207792,0.45194805194805193,0.0,420.0,1,0.2064935064935065,d,c,9.206306319624431,0.3498143418332029,1
58,6336.158908507223,5962.0,1789.0905876047868,513.1476725521669,0.44141252006420545,0.36757624398073835,7340.0,0,0.17656500802568217,a,c,8.719258459638494,0.28236201355409035,0
59,5501.312020460358,5386.5,1913.4280871368167,564.0153452685422,0.4514066496163683,0.36061381074168797,2840.0,0,0.1956521739130435,a,c,8.545430267320999,0.34781304532817564,0
60,8033.087179487179,7460.5,2697.448807085022,713.473076923077,0.4512820512820513,0.0,5540.0,0,0.20384615384615384,d,c,8.9370558341479,0.3357922983797649,1
61,4722.005148005148,4574.0,1192.8490725013266,571.7387387387388,0.44787644787644787,0.36293436293436293,350.0,1,0.1788931788931789,a,c,8.42906444910309,0.25261494537024326,0
62,6503.86649550706,6491.0,1831.510494555029,717.9833119383825,0.4492939666238768,0.0,2050.0,0,0.20025673940949937,a,a,8.736698271140162,0.28160333485016287,3
63,6956.3877551020405,6858.0,1858.9440204496022,638.8520408163265,0.4502551020408163,0.3163265306122449,3700.0,0,0.18494897959183673,c,c,8.81259861469957,0.26722834981218385,0
64,10359.525032092426,10085.0,2644.0081093076624,792.8536585365854,0.4492939666238768,0.3645699614890886,22560.0,0,0.20025673940949937,d,c,9.214909494264878,0.2552248390845021,1
65,5112.8948717948715,4985.0,1757.783812774258,455.9,0.45,0.358974358974359,13840.0,0,0.20384615384615384,a,c,8.482079814727514,0.3437942411980769,0
66,6114.360360360361,5991.0,1158.2185825316049,524.056628056628,0.44787644787644787,0.36293436293436293,7660.0,0,0.1788931788931789,d,a,8.701452364479335,0.1894259602427723,1
67,7828.930501930502,7401.0,2188.942863248343,798.3230373230373,0.44787644787644787,0.0,410.0,1,0.1788931788931789,a,c,8.928497554187665,0.2795966655609705,0
68,7563.252551020408,7135.5,1927.5124686299735,1151.954081632653,0.4502551020408163,0.25637755102040816,250.0,1,0.18494897959183673,a,c,8.903014765256362,0.2548523212238785,0
69,9426.451984635083,9042.0,2172.9050244886403,1183.663252240717,0.44814340588988477,0.36363636363636365,1130.0,0,0.20486555697823303,c,c,9.126816121151172,0.23051144036276103,0
70,6608.028132992327,6296.0,1677.9831918220239,679.0971867007672,0.44884910485933505,0.0,4840.0,0,0.22250639386189258,c,c,8.766747811920526,0.25393099999744995,0
71,9061.09756097561,8514.0,2583.332567633143,746.9204107830552,0.4492939666238768,0.2554557124518614,17500.0,0,0.20025673940949937,a,a,9.074165343689813,0.2851015067709959,3
72,4420.025682182985,3960.0,1773.281547381775,474.86035313001605,0.44141252006420545,0.36757624398073835,2200.0,0,0.17656500802568217,a,a,8.318281808255575,0.40119258911318756,3
73,4576.978316326531,4528.0,1356.5547002246653,494.13520408163265,0.4502551020408163,0.0,1650.0,0,0.18494897959183673,a,c,8.381833495067339,0.29638652544752103,0
74,6256.630154639175,5832.5,1706.9473423306074,854.2229381443299,0.4484536082474227,0.0,330.0,1,0.20103092783505155,a,a,8.708266671881987,0.27282215827715783,3
75,6023.4540816326535,5847.0,1289.8346228143537,642.140306122449,0.4502551020408163,0.0,22440.0,0,0.18494897959183673,d,c,8.682823277629359,0.21413537902570787,1
76,8999.54735152488,8573.0,2068.1852516867093,928.0963081861959,0.44141252006420545,0.0,19960.0,0,0.17656500802568217,d,c,9.0815457621698,0.22980991942181156,1
77,7621.489116517286,7428.0,1958.089885301454,662.8335467349552,0.44814340588988477,0.36363636363636365,1090.0,0,0.20486555697823303,d,c,8.907436033724407,0.2569169692911957,1
78,3717.473076923077,3588.0,1091.6862205561931,494.85897435897436,0.45,0.31794871794871793,3510.0,0,0.20384615384615384,a,a,8.179517692988188,0.29366351765478654,3
79,5474.240669240669,5058.0,1547.2317373174697,560.4877734877734,0.44787644787644787,0.0,3320.0,0,0.1788931788931789,a,a,8.571706093824414,0.2826386033795052,3
80,7616.2734274711165,7616.0,1774.0271865336078,577.7458279845956,0.4492939666238768,0.0,7910.0,0,0.17586649550706032,d,a,8.910698625969308,0.2329258794904701,1
81,6985.688102893891,6814.0,1320.2906730488223,561.4983922829582,0.4405144694533762,0.36816720257234725,2370.0,0,0.1752411575562701,a,a,8.834034248759156,0.1889993732330934,3
82,9019.653401797175,8668.0,2796.89060145863,838.5596919127086,0.4492939666238768,0.3645699614890886,22390.0,0,0.20025673940949937,a,a,9.06036769261297,0.3100884786660812,3
83,3887.7060333761233,3725.0,886.0038050264756,345.8395378690629,0.4492939666238768,0.0,2710.0,0,0.20025673940949937,a,a,8.240677636606941,0.22789886823234431,3
84,12955.997432605905,12213.0,2947.7899259096084,1392.3106546854942,0.4492939666238768,0.0,11810.0,0,0.20025673940949937,a,c,9.44577620154234,0.227523194662806,0
85,7272.454352441614,6622.0,2272.8611647237985,1015.4012738853503,0.3821656050955414,0.0,1870.0,0,0.1942675159235669,b,a,8.850325581184647,0.3125301383240337,2
86,4695.021850899743,4374.0,1369.596437770384,604.9601542416452,0.448586118251928,0.36503856041131105,480.0,1,0.20051413881748073,a,a,8.413278188009414,0.2917124736081725,3
87,5865.161989795918,5838.5,1631.6790451227976,737.4477040816327,0.4502551020408163,0.0,560.0,1,0.20280612244897958,a,a,8.634929326393424,0.2781984620308113,3
88,6024.433333333333,5949.0,2463.730831311943,613.4910256410257,0.45,0.0,10690.0,0,0.20384615384615384,a,a,8.600682700239918,0.40895644370069817,3
89,5971.33922829582,5846.5,1271.0736085031504,624.1752411575562,0.4405144694533762,0.36816720257234725,2380.0,0,0.1752411575562701,a,a,8.672595154458339,0.21286240153298178,3
90,8416.768637532134,7909.5,2017.9997316158106,1057.060411311054,0.4498714652956298,0.0,330.0,1,0.20051413881748073,a,a,9.011190269597599,0.2397594395807826,3
91,5559.002570694088,5335.0,1664.112031080913,613.9305912596401,0.448586118251928,0.36375321336760924,2410.0,0,0.17994858611825193,c,a,8.58186242064802,0.2993544273308607,3
92,5996.684210526316,5719.0,1836.8827764983066,547.0577663671373,0.4492939666238768,0.31450577663671375,240.0,1,0.20025673940949937,c,a,8.654264348337993,0.3063164095374447,3
93,5965.175866495507,5968.0,1952.2198961735323,603.5545571245186,0.4492939666238768,0.3645699614890886,16690.0,0,0.20025673940949937,a,a,8.636953402686494,0.327269461934648,3
94,7121.14377406932,6641.0,1993.796303311044,640.1437740693196,0.4492939666238768,0.0,14620.0,0,0.20025673940949937,d,c,8.835482982103526,0.2799825936068283,1
95,7638.54358974359,7303.5,2434.299184685851,843.7192307692308,0.4512820512820513,0.0,1890.0,0,0.20384615384615384,a,a,8.891886148132603,0.31868629878010085,3
96,5176.888461538461,4861.5,2257.3803751860046,542.774358974359,0.4512820512820513,0.36153846153846153,8780.0,0,0.20384615384615384,a,a,8.441043114676793,0.43604964487010783,3
97,6703.3961538461535,6500.5,2000.3082248335925,688.8307692307692,0.4512820512820513,0.0,8980.0,0,0.20384615384615384,d,c,8.767392524286134,0.29840220970468717,1
98,5109.863928112965,4957.0,1299.448767636714,451.5853658536585,0.4492939666238768,0.3645699614890886,15140.0,0,0.20025673940949937,d,c,8.508901022369347,0.25430202954867903,1
99,5130.520900321543,4971.5,1346.8221733217795,465.5209003215434,0.4405144694533762,0.2797427652733119,2030.0,0,0.1752411575562701,c,c,8.509608117298317,0.26251177989302615,0
100,7964.412541254125,7754.0,1672.2694950991465,686.2194719471947,0.4372937293729373,0.0,17930.0,0,0.17986798679867988,d,a,8.96294538864667,0.2099677140576422,1
101,7469.877551020408,7273.5,1673.1916275594351,777.155612244898,0.4502551020408163,0.25637755102040816,2440.0,0,0.18494897959183673,d,c,8.89494280316827,0.22399184138311234,1
102,7061.162127107653,6559.0,2368.8068163995395,1048.9857328145265,0.4474708171206226,0.25810635538262,150.0,1,0.1932555123216602,a,a,8.79111807254115,0.3354698240542786,3
103,4689.497622820919,4555.0,1207.662946872308,421.6164817749604,0.44532488114104596,0.0,5210.0,0,0.20443740095087162,d,c,8.426431035269163,0.257525015258639,1
104,10126.536989795919,9915.0,1418.1354436586957,1312.3775510204082,0.4502551020408163,0.0,390.0,1,0.20280612244897958,a,a,9.213401451451364,0.14004150136297228,3
105,4441.3673740053055,4271.0,1723.2528605222187,515.0490716180371,0.4482758620689655,0.2639257294429708,6190.0,0,0.17904509283819628,a,c,8.32836743148482,0.38800052222839604,0
106,8668.81935483871,8567.0,2070.4416519167676,825.6477419354839,0.4529032258064516,0.0,1390.0,0,0.19612903225806452,a,a,9.042600494497728,0.23883778945758055,3
107,7336.589285714285,7134.5,1261.9031572291015,955.3112244897959,0.4502551020408163,0.0,1930.0,0,0.22193877551020408,a,a,8.886649185002717,0.1720013357823184,3
108,11035.360128617363,10642.0,2334.7618475106365,848.7813504823151,0.4405144694533762,0.0,2190.0,0,0.1752411575562701,d,c,9.28767699001035,0.21157097007247044,1
109,6464.323979591837,6137.0,1477.5683579794713,742.3762755102041,0.4502551020408163,0.0,3300.0,0,0.18494897959183673,a,c,8.750314986031661,0.22857275759139256,0
110,4534.429846938776,4410.0,1228.5002091615886,587.4387755102041,0.4502551020408163,0.0,46590.0,0,0.18494897959183673,a,c,8.383340214678725,0.27092716187702337,0
111,6771.745198463508,6618.0,1692.2639752461846,597.6747759282971,0.44814340588988477,0.36363636363636365,7890.0,0,0.20486555697823303,d,c,8.791125882871878,0.2499007162334098,1
112,6229.448979591837,6075.5,904.9735501022415,775.9936224489796,0.4502551020408163,0.0,1630.0,0,0.22193877551020408,a,a,8.727628537501936,0.14527345084083768,3
113,7199.077170418006,6917.0,1714.428092646756,699.3135048231511,0.4405144694533762,0.0,20930.0,0,0.1752411575562701,d,c,8.855271874061952,0.23814553616560405,1
114,5346.559948979592,5187.5,1256.1082863562644,608.125,0.45153061224489793,0.25637755102040816,4510.0,0,0.19770408163265307,c,a,8.558654813565623,0.23493766054114784,3
115,7371.689710610933,7152.5,1693.1385919791662,552.0450160771704,0.4405144694533762,0.36816720257234725,5740.0,0,0.1752411575562701,d,c,8.879672299180728,0.22968120721929383,1
116,7294.54533844189,7096.0,1420.4604374637106,758.2477650063857,0.4508301404853129,0.0,680.0,1,0.20178799489144317,a,a,8.877088474018858,0.19472912588231586,3
117,3881.956354300385,3786.0,1091.6748720980252,492.06546854942235,0.4492939666238768,0.0,3450.0,0,0.20025673940949937,a,a,8.22302119733243,0.281217708923667,3
118,7781.606138107417,7425.0,2293.5151793622035,675.5460358056266,0.45012787723785164,0.0,3580.0,0,0.18414322250639387,d,c,8.919615993512785,0.294735449039318,1
119,6005.085459183673,5759.5,1391.7458670533454,664.9642857142857,0.4502551020408163,0.0,2100.0,0,0.18494897959183673,a,c,8.675648668586634,0.23176120914731144,0
120,7110.102432778489,6767.0,1724.7375689657147,638.1959026888604,0.44814340588988477,0.36363636363636365,2290.0,0,0.20486555697823303,d,a,8.841488035419275,0.24257562887061276,1
121,4453.171794871795,4462.0,1381.4396376151165,504.1128205128205,0.4512820512820513,0.25769230769230766,3570.0,0,0.20384615384615384,a,a,8.348876870890232,0.31021476404884274,3
122,6462.014689265537,6176.0,2254.824549165973,793.780790960452,0.4,0.0,58260.0,0,0.17627118644067796,a,c,8.706897739334098,0.3489352249402352,0
123,8399.204427083334,8001.0,3243.6659457784885,959.77734375,0.4505208333333333,0.0,16760.0,0,0.19921875,a,a,8.959760408407037,0.3861872840383846,3
124,4424.1463414634145,4401.0,1270.4591235952123,525.6829268292682,0.4492939666238768,0.0,1410.0,0,0.20025673940949937,a,a,8.352586887717978,0.28716480548764384,3
125,11836.848214285714,11418.0,2741.774909400014,1573.9413265306123,0.4502551020408163,0.0,760.0,1,0.20280612244897958,a,a,9.352827497720906,0.2316304864069311,3
126,6507.75353016688,5919.0,3049.5367385288655,543.8125802310655,0.4492939666238768,0.31450577663671375,3370.0,0,0.20025673940949937,d,a,8.707592082868182,0.4686005277232225,1
127,5238.154093097914,5164.0,1513.1183273888942,659.7479935794543,0.44141252006420545,0.36757624398073835,1350.0,0,0.17656500802568217,d,a,8.524422474762984,0.28886479864780307,1
128,7454.672215108835,7129.0,2146.6927532916056,594.6824583866837,0.44814340588988477,0.36363636363636365,2000.0,0,0.20486555697823303,d,c,8.878799396794923,0.28796608239068855,1
129,9208.120578778135,8768.5,2031.709143804463,1165.4630225080386,0.4405144694533762,0.36816720257234725,2460.0,0,0.1752411575562701,a,a,9.10562164414292,0.22064319493023624,3
130,5121.062740076824,4953.0,964.2089623010739,573.7451984635084,0.44814340588988477,0.36363636363636365,900.0,1,0.20486555697823303,c,a,8.524750866751585,0.18828298172472865,3
131,5275.404364569961,5057.0,1299.7985980162819,558.8973042362003,0.4492939666238768,0.0,920.0,1,0.20025673940949937,c,a,8.541974563344349,0.24638842981323536,3
132,6283.255627009647,6094.5,1591.170509893406,582.4051446945338,0.4405144694533762,0.36816720257234725,1040.0,0,0.1752411575562701,d,c,8.714548333550422,0.25323981775522336,1
133,6467.759590792839,6276.5,2163.862890282669,758.8273657289003,0.4514066496163683,0.2570332480818414,270.0,1,0.1956521739130435,a,a,8.716859817234747,0.3345614288699028,3
134,4725.8915816326535,4758.5,980.9219252720819,494.5969387755102,0.4502551020408163,0.0,1200.0,0,0.20280612244897958,a,a,8.438060843122004,0.2075633577978111,3
135,5952.416133162612,5906.0,1366.0874365513678,539.7810499359795,0.44814340588988477,0.36363636363636365,5190.0,0,0.20486555697823303,d,a,8.666421947628649,0.22950133290253433,1
136,5488.818327974276,5049.5,1793.8788030908995,423.98070739549837,0.4405144694533762,0.31189710610932475,2200.0,0,0.1752411575562701,a,c,8.562555292829847,0.3268242262543523,0
137,8274.98231511254,8054.0,1714.8325959739987,957.2813504823151,0.4405144694533762,0.36816720257234725,1730.0,0,0.1752411575562701,a,a,8.997472121485442,0.2072309680761748,3
138,7334.917948717949,7139.0,2728.3053152333555,714.4435897435898,0.4512820512820513,0.0,25360.0,0,0.20384615384615384,a,c,8.820940004095236,0.3719612590499704,0
139,6464.1495176848875,6207.0,1686.4925628071874,513.8151125401929,0.4405144694533762,0.36816720257234725,1700.0,0,0.1752411575562701,a,a,8.74032922839762,0.2608993740310633,3
140,7469.049935979513,7181.0,1624.092283381427,963.6120358514725,0.44814340588988477,0.36363636363636365,1090.0,0,0.20486555697823303,a,c,8.89633000344589,0.21744295423142584,0
141,5540.741312741313,5235.0,1463.0938987119987,611.8983268983269,0.44787644787644787,0.25611325611325614,1540.0,0,0.1788931788931789,c,c,8.588017849110907,0.2640610373466658,0
142,4603.965340179718,4515.0,1065.165393860443,568.7355584082156,0.4492939666238768,0.0,1090.0,0,0.20025673940949937,a,a,8.407383714467908,0.23135825645005045,3
143,6314.756097560976,5954.0,1857.946514009063,582.0423620025674,0.4492939666238768,0.0,2930.0,0,0.17586649550706032,d,a,8.710925656256302,0.29422300486422265,1
144,7718.2064,7525.0,1896.27291510181,728.8896,0.4384,0.0,16570.0,0,0.1792,a,c,8.923586474848411,0.24568828777393287,0
145,8342.263157894737,7833.0,2070.3650403144075,1267.7861842105262,0.44243421052631576,0.31743421052631576,280.0,1,0.17763157894736842,a,a,8.999825067468537,0.2481778626648942,3
146,7812.83055198973,7395.0,2031.9104316132612,702.4223363286264,0.4492939666238768,0.3645699614890886,8050.0,0,0.20025673940949937,d,c,8.932844821359293,0.2600735313651192,1
147,8212.558408215662,7977.0,1991.0660364634805,879.6161745827984,0.4492939666238768,0.0,8540.0,0,0.20025673940949937,d,c,8.98615774508375,0.24244162872213618,1
148,8638.96556122449,8320.0,1576.8211956666635,819.4770408163265,0.4502551020408163,0.0,2090.0,0,0.20280612244897958,a,a,9.048437863156092,0.18252430623686428,3
149,5567.483922829582,5312.0,1497.3443358585164,486.21864951768487,0.4405144694533762,0.36816720257234725,2610.0,0,0.1752411575562701,d,a,8.590590567027748,0.26894452801536173,1
150,8417.24107142857,8039.0,2151.460751040159,820.3966836734694,0.4502551020408163,0.0,31830.0,0,0.18494897959183673,c,c,9.007875399911413,0.2556016553147163,0
151,6755.764102564102,6479.5,1858.2341903763204,652.0076923076923,0.45,0.0,4360.0,0,0.20384615384615384,d,c,8.781793404908848,0.27505906987945883,1
152,5541.939666238768,5181.0,1860.535135365206,621.403080872914,0.4492939666238768,0.0,1780.0,0,0.20025673940949937,a,a,8.563279844775895,0.3357191249662093,3
153,7066.812580231065,6493.0,2601.5007955011665,633.8793324775353,0.4492939666238768,0.31450577663671375,16240.0,0,0.20025673940949937,a,a,8.796414802188753,0.3681293038361724,3
154,8737.57362355954,8291.0,2289.9203823962216,737.4302176696543,0.44814340588988477,0.0,16420.0,0,0.20486555697823303,d,c,9.044868660122518,0.26207737766258093,1
155,6886.852327447833,6847.0,1627.503682144064,660.3081861958267,0.44141252006420545,0.36757624398073835,3050.0,0,0.17656500802568217,d,a,8.810429331516369,0.2363203978772103,1
156,6961.611253196931,6703.0,2815.318761405872,712.6202046035805,0.4514066496163683,0.2570332480818414,2020.0,0,0.1956521739130435,a,a,8.758852455207812,0.40440620123868826,3
157,9722.790757381257,9202.0,2425.040825165442,989.8305519897305,0.4492939666238768,0.0,2950.0,0,0.20025673940949937,a,c,9.153276384704476,0.24941818513624014,0
158,8156.865211810013,8060.0,1646.702943653333,519.9845956354301,0.4492939666238768,0.31450577663671375,11840.0,0,0.17586649550706032,d,c,8.986569822894232,0.2018793863688143,1
159,7748.60834670947,7309.0,2090.5946939412643,695.9727126805778,0.44141252006420545,0.0,8530.0,0,0.17656500802568217,d,a,8.92183484515406,0.26980260201550343,1
160,5730.658130601792,5476.0,1409.864402336436,559.1843790012804,0.44814340588988477,0.0,17110.0,0,0.20486555697823303,d,c,8.625699414063458,0.24602137663870416,1
161,7252.598202824133,7026.0,1400.0300479870737,819.2182284980745,0.4492939666238768,0.0,2970.0,0,0.20025673940949937,a,c,8.87091784145729,0.1930384131085475,0
